inj_id,target_layer,layer_weigths,bit_pos,n_injections,top_1_correct,top_5_correct,top_1_robust,top_5_robust,masked,non_critical,critical
8005,conv2d_15,"(1, 2, 32, 49)",0,10,10,10,10,10,7,3,0
8006,conv2d_15,"(1, 0, 47, 43)",26,10,10,10,10,10,0,10,0
8007,conv2d_15,"(0, 0, 9, 14)",21,10,10,10,10,10,1,9,0
8008,conv2d_15,"(0, 0, 24, 53)",16,10,10,10,10,10,0,10,0
8009,conv2d_15,"(2, 0, 9, 47)",23,10,10,10,10,10,2,8,0
8010,conv2d_15,"(0, 2, 51, 50)",8,10,10,10,10,10,3,7,0
8011,conv2d_15,"(2, 2, 18, 10)",27,10,10,10,10,10,0,10,0
8012,conv2d_15,"(2, 2, 39, 57)",24,10,10,10,10,10,0,10,0
8013,conv2d_15,"(2, 1, 38, 62)",26,10,10,10,10,10,0,10,0
8014,conv2d_15,"(2, 1, 10, 25)",14,10,10,10,10,10,0,10,0
8015,conv2d_15,"(0, 1, 44, 7)",3,10,10,10,10,10,2,8,0
8016,conv2d_15,"(1, 2, 26, 33)",11,10,10,10,10,10,0,10,0
8017,conv2d_15,"(2, 2, 44, 23)",5,10,10,10,10,10,1,9,0
8018,conv2d_15,"(0, 0, 32, 54)",0,10,10,10,10,10,7,3,0
8019,conv2d_15,"(1, 1, 17, 15)",25,10,10,10,10,10,0,10,0
8020,conv2d_15,"(1, 1, 14, 1)",13,10,10,10,10,10,0,10,0
8021,conv2d_15,"(2, 2, 11, 13)",27,10,10,10,10,10,0,10,0
8022,conv2d_15,"(2, 2, 59, 31)",1,10,10,10,10,10,2,8,0
8023,conv2d_15,"(0, 1, 44, 46)",0,10,10,10,10,10,3,7,0
8024,conv2d_15,"(0, 0, 19, 53)",0,10,10,10,10,10,5,5,0
8025,conv2d_15,"(1, 1, 24, 52)",30,10,9,9,9,9,0,9,1
8026,conv2d_15,"(1, 1, 45, 26)",23,10,10,10,10,10,0,10,0
8027,conv2d_15,"(0, 2, 37, 50)",19,10,10,10,10,10,2,8,0
8028,conv2d_15,"(1, 0, 0, 8)",2,10,10,10,10,10,9,1,0
8029,conv2d_15,"(1, 0, 20, 27)",1,10,10,10,10,10,8,2,0
8030,conv2d_15,"(1, 2, 16, 27)",11,10,10,10,10,10,0,10,0
8031,conv2d_15,"(2, 1, 38, 56)",13,10,10,10,10,10,0,10,0
8032,conv2d_15,"(2, 2, 16, 41)",14,10,10,10,10,10,0,10,0
8033,conv2d_15,"(0, 0, 52, 43)",9,10,10,10,10,10,2,8,0
8034,conv2d_15,"(2, 0, 31, 1)",27,10,10,10,10,10,0,10,0
8035,conv2d_15,"(0, 2, 52, 42)",4,10,10,10,10,10,0,10,0
8036,conv2d_15,"(2, 2, 25, 42)",4,10,10,10,10,10,0,10,0
8037,conv2d_15,"(2, 0, 12, 13)",5,10,10,10,10,10,0,10,0
8038,conv2d_15,"(2, 0, 62, 59)",13,10,10,10,10,10,10,0,0
8039,conv2d_15,"(1, 1, 54, 50)",14,10,10,10,10,10,1,9,0
8040,conv2d_15,"(1, 0, 38, 50)",4,10,10,10,10,10,4,6,0
8041,conv2d_15,"(1, 1, 20, 31)",17,10,10,10,10,10,0,10,0
8042,conv2d_15,"(0, 0, 1, 43)",31,10,10,10,10,10,1,9,0
8043,conv2d_15,"(2, 2, 22, 6)",17,10,10,10,10,10,0,10,0
8044,conv2d_15,"(1, 1, 28, 3)",13,10,10,10,10,10,0,10,0
8045,conv2d_15,"(2, 2, 25, 44)",6,10,10,10,10,10,0,10,0
8046,conv2d_15,"(2, 1, 19, 25)",21,10,10,10,10,10,0,10,0
8047,conv2d_15,"(2, 1, 57, 16)",26,10,10,10,10,10,2,8,0
8048,conv2d_15,"(2, 2, 12, 57)",21,10,10,10,10,10,0,10,0
8049,conv2d_15,"(0, 1, 31, 6)",25,10,10,10,10,10,0,10,0
8050,conv2d_15,"(1, 0, 7, 58)",8,10,10,10,10,10,0,10,0
8051,conv2d_15,"(0, 1, 42, 50)",18,10,10,10,10,10,1,9,0
8052,conv2d_15,"(0, 2, 45, 9)",15,10,10,10,10,10,0,10,0
8053,conv2d_15,"(2, 0, 0, 21)",20,10,10,10,10,10,0,10,0
8054,conv2d_15,"(2, 1, 35, 15)",28,10,10,10,10,10,1,9,0
8055,conv2d_15,"(1, 2, 52, 63)",5,10,10,10,10,10,0,10,0
8056,conv2d_15,"(2, 0, 51, 31)",26,10,10,10,10,10,0,10,0
8057,conv2d_15,"(1, 1, 56, 45)",8,10,10,10,10,10,1,9,0
8058,conv2d_15,"(2, 1, 17, 21)",6,10,10,10,10,10,0,10,0
8059,conv2d_15,"(2, 2, 34, 41)",1,10,10,10,10,10,5,5,0
8060,conv2d_15,"(2, 1, 39, 16)",18,10,10,10,10,10,2,8,0
8061,conv2d_15,"(2, 1, 32, 24)",29,10,10,10,10,10,1,9,0
8062,conv2d_15,"(1, 0, 52, 61)",15,10,10,10,10,10,2,8,0
8063,conv2d_15,"(2, 1, 43, 55)",1,10,10,10,10,10,3,7,0
8064,conv2d_15,"(2, 1, 11, 4)",22,10,10,10,10,10,0,10,0
8065,conv2d_15,"(2, 0, 56, 51)",9,10,10,10,10,10,4,6,0
8066,conv2d_15,"(2, 0, 46, 26)",24,10,10,10,10,10,0,10,0
8067,conv2d_15,"(2, 1, 14, 1)",5,10,10,10,10,10,0,10,0
8068,conv2d_15,"(0, 1, 58, 19)",24,10,10,10,10,10,0,10,0
8069,conv2d_15,"(2, 0, 41, 13)",26,10,10,10,10,10,0,10,0
8070,conv2d_15,"(2, 0, 63, 4)",28,10,10,10,10,10,10,0,0
8071,conv2d_15,"(2, 0, 0, 17)",1,10,10,10,10,10,10,0,0
8072,conv2d_15,"(2, 2, 27, 28)",6,10,10,10,10,10,10,0,0
8073,conv2d_15,"(0, 2, 20, 8)",27,10,10,10,10,10,0,10,0
8074,conv2d_15,"(1, 0, 61, 50)",28,10,10,10,10,10,0,10,0
8075,conv2d_15,"(0, 2, 2, 20)",28,10,10,10,10,10,2,8,0
8076,conv2d_15,"(1, 2, 37, 28)",14,10,10,10,10,10,10,0,0
8077,conv2d_15,"(1, 1, 46, 48)",0,10,10,10,10,10,9,1,0
8078,conv2d_15,"(2, 2, 12, 58)",0,10,10,10,10,10,4,6,0
8079,conv2d_15,"(2, 1, 51, 44)",31,10,10,10,10,10,0,10,0
8080,conv2d_15,"(2, 1, 24, 36)",31,10,10,10,10,10,0,10,0
8081,conv2d_15,"(1, 1, 4, 61)",25,10,10,10,10,10,0,10,0
8082,conv2d_15,"(2, 0, 25, 57)",4,10,10,10,10,10,2,8,0
8083,conv2d_15,"(2, 2, 32, 50)",0,10,10,10,10,10,10,0,0
8084,conv2d_15,"(1, 2, 34, 43)",31,10,10,10,10,10,0,10,0
8085,conv2d_15,"(1, 2, 6, 30)",27,10,10,10,10,10,0,10,0
8086,conv2d_15,"(0, 1, 7, 15)",13,10,10,10,10,10,1,9,0
8087,conv2d_15,"(2, 0, 17, 12)",27,10,10,10,10,10,0,10,0
8088,conv2d_15,"(1, 1, 16, 53)",31,10,10,10,10,10,0,10,0
8089,conv2d_15,"(2, 1, 4, 6)",3,10,10,10,10,10,1,9,0
8090,conv2d_15,"(0, 1, 1, 39)",24,10,10,10,10,10,0,10,0
8091,conv2d_15,"(2, 1, 40, 15)",0,10,10,10,10,10,4,6,0
8092,conv2d_15,"(0, 2, 3, 5)",3,10,10,10,10,10,3,7,0
8093,conv2d_15,"(0, 2, 57, 4)",20,10,10,10,10,10,0,10,0
8094,conv2d_15,"(1, 2, 50, 32)",14,10,10,10,10,10,0,10,0
8095,conv2d_15,"(1, 0, 63, 39)",25,10,10,10,10,10,10,0,0
8096,conv2d_15,"(2, 2, 4, 29)",17,10,10,10,10,10,1,9,0
8097,conv2d_15,"(0, 2, 26, 13)",20,10,10,10,10,10,0,10,0
8098,conv2d_15,"(0, 2, 63, 48)",14,10,10,10,10,10,10,0,0
8099,conv2d_15,"(0, 0, 13, 18)",22,10,10,10,10,10,0,10,0
8100,conv2d_15,"(2, 2, 16, 37)",16,10,10,10,10,10,0,10,0
8101,conv2d_15,"(2, 0, 45, 22)",6,10,10,10,10,10,0,10,0
8102,conv2d_15,"(0, 1, 5, 11)",19,10,10,10,10,10,0,10,0
8103,conv2d_15,"(0, 2, 37, 1)",18,10,10,10,10,10,0,10,0
8104,conv2d_15,"(1, 2, 23, 8)",28,10,10,10,10,10,0,10,0
8105,conv2d_15,"(0, 0, 29, 4)",28,10,10,10,10,10,0,10,0
8106,conv2d_15,"(1, 1, 59, 53)",2,10,10,10,10,10,2,8,0
8107,conv2d_15,"(2, 2, 21, 49)",20,10,10,10,10,10,0,10,0
8108,conv2d_15,"(1, 0, 25, 9)",13,10,10,10,10,10,0,10,0
8109,conv2d_15,"(2, 1, 27, 60)",18,10,10,10,10,10,0,10,0
8110,conv2d_15,"(0, 2, 24, 37)",6,10,10,10,10,10,0,10,0
8111,conv2d_15,"(0, 0, 52, 25)",13,10,10,10,10,10,0,10,0
8112,conv2d_15,"(0, 1, 1, 57)",24,10,10,10,10,10,0,10,0
8113,conv2d_15,"(0, 1, 21, 31)",7,10,10,10,10,10,0,10,0
8114,conv2d_15,"(2, 0, 39, 44)",20,10,10,10,10,10,0,10,0
8115,conv2d_15,"(0, 0, 28, 15)",4,10,10,10,10,10,2,8,0
8116,conv2d_15,"(0, 1, 53, 60)",28,10,10,10,10,10,0,10,0
8117,conv2d_15,"(1, 1, 51, 57)",4,10,10,10,10,10,4,6,0
8118,conv2d_15,"(0, 0, 17, 17)",3,10,10,10,10,10,2,8,0
8119,conv2d_15,"(1, 1, 56, 19)",17,10,10,10,10,10,0,10,0
8120,conv2d_15,"(2, 2, 45, 4)",11,10,10,10,10,10,0,10,0
8121,conv2d_15,"(0, 1, 1, 30)",0,10,10,10,10,10,10,0,0
8122,conv2d_15,"(1, 2, 56, 48)",30,10,2,5,2,5,0,2,8
8123,conv2d_15,"(1, 2, 21, 14)",30,10,1,5,1,5,0,1,9
8124,conv2d_15,"(1, 1, 48, 22)",29,10,10,10,10,10,0,10,0
8125,conv2d_15,"(1, 1, 24, 8)",26,10,10,10,10,10,0,10,0
8126,conv2d_15,"(2, 1, 33, 61)",6,10,10,10,10,10,0,10,0
8127,conv2d_15,"(0, 1, 40, 39)",22,10,10,10,10,10,0,10,0
8128,conv2d_15,"(1, 2, 45, 22)",19,10,10,10,10,10,0,10,0
8129,conv2d_15,"(1, 0, 18, 38)",26,10,10,10,10,10,1,9,0
8130,conv2d_15,"(2, 1, 14, 6)",6,10,10,10,10,10,0,10,0
8131,conv2d_15,"(1, 2, 14, 13)",27,10,10,10,10,10,0,10,0
8132,conv2d_15,"(0, 2, 31, 60)",22,10,10,10,10,10,0,10,0
8133,conv2d_15,"(1, 1, 40, 9)",18,10,10,10,10,10,0,10,0
8134,conv2d_15,"(0, 2, 63, 53)",23,10,10,10,10,10,10,0,0
8135,conv2d_15,"(2, 0, 52, 7)",12,10,10,10,10,10,0,10,0
8136,conv2d_15,"(2, 0, 8, 26)",16,10,10,10,10,10,0,10,0
8137,conv2d_15,"(2, 0, 41, 55)",11,10,10,10,10,10,0,10,0
8138,conv2d_15,"(2, 1, 40, 62)",3,10,10,10,10,10,4,6,0
8139,conv2d_15,"(2, 2, 38, 31)",22,10,10,10,10,10,0,10,0
8140,conv2d_15,"(2, 0, 25, 48)",13,10,10,10,10,10,0,10,0
8141,conv2d_15,"(1, 2, 31, 19)",23,10,10,10,10,10,0,10,0
8142,conv2d_15,"(1, 1, 35, 17)",3,10,10,10,10,10,7,3,0
8143,conv2d_15,"(1, 1, 9, 43)",30,10,6,7,6,7,0,6,4
8144,conv2d_15,"(0, 2, 51, 17)",0,10,10,10,10,10,10,0,0
8145,conv2d_15,"(1, 2, 21, 25)",9,10,10,10,10,10,0,10,0
8146,conv2d_15,"(1, 0, 11, 59)",24,10,10,10,10,10,10,0,0
8147,conv2d_15,"(2, 1, 48, 20)",16,10,10,10,10,10,0,10,0
8148,conv2d_15,"(2, 0, 53, 61)",13,10,10,10,10,10,0,10,0
8149,conv2d_15,"(0, 2, 3, 60)",22,10,10,10,10,10,0,10,0
8150,conv2d_15,"(2, 1, 60, 35)",11,10,10,10,10,10,0,10,0
8151,conv2d_15,"(2, 0, 12, 52)",7,10,10,10,10,10,0,10,0
8152,conv2d_15,"(2, 2, 22, 19)",17,10,10,10,10,10,0,10,0
8153,conv2d_15,"(2, 0, 22, 11)",8,10,10,10,10,10,0,10,0
8154,conv2d_15,"(0, 1, 50, 0)",15,10,10,10,10,10,10,0,0
8155,conv2d_15,"(2, 1, 12, 32)",17,10,10,10,10,10,0,10,0
8156,conv2d_15,"(1, 0, 47, 43)",10,10,10,10,10,10,1,9,0
8157,conv2d_15,"(0, 1, 30, 40)",0,10,10,10,10,10,9,1,0
8158,conv2d_15,"(1, 1, 29, 6)",14,10,10,10,10,10,0,10,0
8159,conv2d_15,"(0, 2, 25, 3)",9,10,10,10,10,10,0,10,0
8160,conv2d_15,"(0, 1, 60, 55)",19,10,10,10,10,10,0,10,0
8161,conv2d_15,"(1, 2, 39, 1)",24,10,10,10,10,10,0,10,0
8162,conv2d_15,"(0, 1, 56, 46)",27,10,10,10,10,10,0,10,0
8163,conv2d_15,"(0, 0, 11, 17)",23,10,10,10,10,10,1,9,0
8164,conv2d_15,"(0, 2, 53, 7)",26,10,10,10,10,10,1,9,0
8165,conv2d_15,"(1, 2, 49, 40)",13,10,10,10,10,10,2,8,0
8166,conv2d_15,"(1, 0, 56, 38)",11,10,10,10,10,10,0,10,0
8167,conv2d_15,"(2, 0, 2, 26)",23,10,10,10,10,10,0,10,0
8168,conv2d_15,"(2, 2, 22, 56)",18,10,10,10,10,10,0,10,0
8169,conv2d_15,"(2, 0, 59, 50)",25,10,10,10,10,10,1,9,0
8170,conv2d_15,"(1, 0, 9, 26)",15,10,10,10,10,10,0,10,0
8171,conv2d_15,"(1, 0, 37, 2)",6,10,10,10,10,10,0,10,0
8172,conv2d_15,"(2, 1, 20, 60)",9,10,10,10,10,10,0,10,0
8173,conv2d_15,"(0, 2, 30, 1)",25,10,10,10,10,10,0,10,0
8174,conv2d_15,"(2, 1, 6, 39)",31,10,10,10,10,10,0,10,0
8175,conv2d_15,"(2, 0, 10, 36)",27,10,10,10,10,10,0,10,0
8176,conv2d_15,"(2, 2, 32, 30)",14,10,10,10,10,10,0,10,0
8177,conv2d_15,"(0, 0, 29, 4)",6,10,10,10,10,10,0,10,0
8178,conv2d_15,"(0, 1, 52, 49)",27,10,10,10,10,10,0,10,0
8179,conv2d_15,"(2, 1, 18, 22)",23,10,10,10,10,10,0,10,0
8180,conv2d_15,"(0, 1, 39, 40)",0,10,10,10,10,10,2,8,0
8181,conv2d_15,"(2, 1, 58, 42)",9,10,10,10,10,10,0,10,0
8182,conv2d_15,"(0, 0, 45, 20)",0,10,10,10,10,10,9,1,0
8183,conv2d_15,"(0, 0, 54, 39)",24,10,10,10,10,10,0,10,0
8184,conv2d_15,"(2, 2, 5, 53)",3,10,10,10,10,10,5,5,0
8185,conv2d_15,"(0, 1, 49, 23)",26,10,10,10,10,10,1,9,0
8186,conv2d_15,"(1, 1, 13, 2)",21,10,10,10,10,10,0,10,0
8187,conv2d_15,"(2, 1, 13, 25)",8,10,10,10,10,10,0,10,0
8188,conv2d_15,"(0, 0, 35, 39)",26,10,10,10,10,10,0,10,0
8189,conv2d_15,"(2, 2, 62, 49)",18,10,10,10,10,10,0,10,0
8190,conv2d_15,"(0, 0, 60, 40)",4,10,10,10,10,10,3,7,0
8191,conv2d_15,"(0, 0, 44, 55)",17,10,10,10,10,10,0,10,0
8192,conv2d_15,"(2, 2, 27, 19)",12,10,10,10,10,10,0,10,0
8193,conv2d_15,"(2, 1, 34, 44)",0,10,10,10,10,10,10,0,0
8194,conv2d_15,"(0, 2, 9, 58)",0,10,10,10,10,10,7,3,0
8195,conv2d_15,"(2, 2, 21, 59)",23,10,10,10,10,10,10,0,0
8196,conv2d_15,"(0, 2, 21, 3)",1,10,10,10,10,10,8,2,0
8197,conv2d_15,"(1, 1, 3, 44)",28,10,10,10,10,10,0,10,0
8198,conv2d_15,"(2, 1, 32, 12)",14,10,10,10,10,10,0,10,0
8199,conv2d_15,"(0, 1, 25, 28)",5,10,10,10,10,10,10,0,0
8200,conv2d_15,"(2, 1, 58, 32)",22,10,10,10,10,10,0,10,0
8201,conv2d_15,"(0, 2, 8, 32)",10,10,10,10,10,10,0,10,0
8202,conv2d_15,"(0, 0, 22, 37)",11,10,10,10,10,10,0,10,0
8203,conv2d_15,"(2, 0, 45, 9)",3,10,10,10,10,10,3,7,0
8204,conv2d_15,"(0, 1, 17, 45)",25,10,10,10,10,10,0,10,0
8205,conv2d_15,"(0, 1, 15, 0)",27,10,10,10,10,10,10,0,0
8206,conv2d_15,"(0, 1, 42, 21)",3,10,10,10,10,10,0,10,0
8207,conv2d_15,"(2, 0, 29, 61)",17,10,10,10,10,10,0,10,0
8208,conv2d_15,"(2, 1, 29, 8)",15,10,10,10,10,10,0,10,0
8209,conv2d_15,"(2, 0, 31, 6)",23,10,10,10,10,10,0,10,0
8210,conv2d_15,"(1, 1, 21, 5)",25,10,10,10,10,10,0,10,0
8211,conv2d_15,"(2, 0, 30, 19)",18,10,10,10,10,10,0,10,0
8212,conv2d_15,"(2, 0, 6, 37)",30,10,1,6,1,6,0,1,9
8213,conv2d_15,"(1, 0, 45, 50)",17,10,10,10,10,10,2,8,0
8214,conv2d_15,"(2, 2, 45, 19)",1,10,10,10,10,10,8,2,0
8215,conv2d_15,"(0, 2, 28, 24)",26,10,10,10,10,10,0,10,0
8216,conv2d_15,"(1, 2, 12, 32)",26,10,10,10,10,10,0,10,0
8217,conv2d_15,"(2, 2, 16, 31)",2,10,10,10,10,10,1,9,0
8218,conv2d_15,"(1, 0, 2, 40)",17,10,10,10,10,10,0,10,0
8219,conv2d_15,"(1, 2, 13, 63)",1,10,10,10,10,10,7,3,0
8220,conv2d_15,"(2, 0, 15, 40)",13,10,10,10,10,10,1,9,0
8221,conv2d_15,"(0, 0, 62, 59)",3,10,10,10,10,10,10,0,0
8222,conv2d_15,"(1, 1, 61, 6)",16,10,10,10,10,10,0,10,0
8223,conv2d_15,"(2, 0, 29, 60)",4,10,10,10,10,10,1,9,0
8224,conv2d_15,"(1, 1, 15, 60)",0,10,10,10,10,10,10,0,0
8225,conv2d_15,"(2, 1, 25, 3)",22,10,10,10,10,10,0,10,0
8226,conv2d_15,"(2, 1, 35, 50)",21,10,10,10,10,10,3,7,0
8227,conv2d_15,"(1, 1, 26, 62)",17,10,10,10,10,10,0,10,0
8228,conv2d_15,"(1, 0, 51, 48)",28,10,10,10,10,10,0,10,0
8229,conv2d_15,"(1, 1, 28, 17)",3,10,10,10,10,10,8,2,0
8230,conv2d_15,"(1, 0, 60, 37)",9,10,10,10,10,10,0,10,0
8231,conv2d_15,"(2, 0, 13, 0)",12,10,10,10,10,10,10,0,0
8232,conv2d_15,"(2, 2, 26, 55)",9,10,10,10,10,10,0,10,0
8233,conv2d_15,"(2, 2, 16, 45)",18,10,10,10,10,10,0,10,0
8234,conv2d_15,"(0, 2, 39, 0)",15,10,10,10,10,10,10,0,0
8235,conv2d_15,"(1, 0, 14, 46)",8,10,10,10,10,10,0,10,0
8236,conv2d_15,"(1, 1, 42, 50)",23,10,10,10,10,10,1,9,0
8237,conv2d_15,"(1, 2, 55, 16)",18,10,10,10,10,10,3,7,0
8238,conv2d_15,"(2, 2, 27, 6)",6,10,10,10,10,10,0,10,0
8239,conv2d_15,"(1, 1, 25, 54)",4,10,10,10,10,10,1,9,0
8240,conv2d_15,"(0, 1, 40, 58)",4,10,10,10,10,10,0,10,0
8241,conv2d_15,"(0, 1, 43, 31)",24,10,10,10,10,10,0,10,0
8242,conv2d_15,"(2, 2, 20, 34)",14,10,10,10,10,10,0,10,0
8243,conv2d_15,"(0, 2, 1, 28)",22,10,10,10,10,10,10,0,0
8244,conv2d_15,"(0, 2, 46, 30)",25,10,10,10,10,10,0,10,0
8245,conv2d_15,"(0, 0, 44, 5)",29,10,10,10,10,10,0,10,0
8246,conv2d_15,"(2, 0, 37, 30)",5,10,10,10,10,10,1,9,0
8247,conv2d_15,"(2, 2, 32, 10)",31,10,10,10,10,10,0,10,0
8248,conv2d_15,"(1, 1, 58, 38)",31,10,10,10,10,10,0,10,0
8249,conv2d_15,"(1, 0, 57, 25)",17,10,10,10,10,10,0,10,0
8250,conv2d_15,"(1, 2, 53, 5)",4,10,10,10,10,10,3,7,0
8251,conv2d_15,"(1, 1, 46, 39)",30,10,4,8,4,8,0,4,6
8252,conv2d_15,"(2, 1, 29, 57)",6,10,10,10,10,10,0,10,0
8253,conv2d_15,"(2, 1, 25, 4)",1,10,10,10,10,10,10,0,0
8254,conv2d_15,"(0, 1, 60, 43)",6,10,10,10,10,10,0,10,0
8255,conv2d_15,"(1, 0, 2, 6)",31,10,10,10,10,10,0,10,0
8256,conv2d_15,"(2, 2, 54, 40)",17,10,10,10,10,10,2,8,0
8257,conv2d_15,"(1, 2, 4, 27)",10,10,10,10,10,10,0,10,0
8258,conv2d_15,"(2, 1, 58, 13)",4,10,10,10,10,10,2,8,0
8259,conv2d_15,"(1, 1, 12, 54)",29,10,10,10,10,10,0,10,0
8260,conv2d_15,"(1, 0, 29, 23)",19,10,10,10,10,10,0,10,0
8261,conv2d_15,"(0, 1, 15, 8)",21,10,10,10,10,10,0,10,0
8262,conv2d_15,"(1, 0, 53, 56)",9,10,10,10,10,10,2,8,0
8263,conv2d_15,"(1, 2, 41, 49)",10,10,10,10,10,10,0,10,0
8264,conv2d_15,"(2, 0, 18, 8)",10,10,10,10,10,10,0,10,0
8265,conv2d_15,"(2, 0, 46, 62)",16,10,10,10,10,10,0,10,0
8266,conv2d_15,"(0, 2, 51, 8)",18,10,10,10,10,10,1,9,0
8267,conv2d_15,"(2, 2, 44, 12)",21,10,10,10,10,10,0,10,0
8268,conv2d_15,"(1, 2, 24, 47)",14,10,10,10,10,10,1,9,0
8269,conv2d_15,"(0, 1, 35, 7)",26,10,10,10,10,10,0,10,0
8270,conv2d_15,"(2, 1, 15, 26)",23,10,10,10,10,10,0,10,0
8271,conv2d_15,"(0, 1, 63, 51)",7,10,10,10,10,10,10,0,0
8272,conv2d_15,"(1, 2, 32, 55)",6,10,10,10,10,10,0,10,0
8273,conv2d_15,"(0, 0, 39, 34)",3,10,10,10,10,10,2,8,0
8274,conv2d_15,"(1, 1, 4, 34)",26,10,10,10,10,10,0,10,0
8275,conv2d_15,"(0, 0, 19, 5)",3,10,10,10,10,10,0,10,0
8276,conv2d_15,"(0, 1, 39, 54)",31,10,10,10,10,10,0,10,0
8277,conv2d_15,"(2, 2, 52, 20)",10,10,10,10,10,10,0,10,0
8278,conv2d_15,"(2, 1, 42, 22)",9,10,10,10,10,10,0,10,0
8279,conv2d_15,"(2, 1, 26, 58)",16,10,10,10,10,10,0,10,0
8280,conv2d_15,"(1, 0, 19, 62)",30,10,2,3,2,3,0,2,8
8281,conv2d_15,"(1, 2, 52, 24)",20,10,10,10,10,10,0,10,0
8282,conv2d_15,"(2, 1, 57, 35)",29,10,10,10,10,10,0,10,0
8283,conv2d_15,"(0, 0, 61, 31)",20,10,10,10,10,10,0,10,0
8284,conv2d_15,"(1, 2, 18, 24)",3,10,10,10,10,10,7,3,0
8285,conv2d_15,"(1, 0, 63, 55)",20,10,10,10,10,10,10,0,0
8286,conv2d_15,"(0, 2, 51, 24)",6,10,10,10,10,10,4,6,0
8287,conv2d_15,"(0, 2, 37, 60)",1,10,10,10,10,10,9,1,0
8288,conv2d_15,"(0, 1, 7, 32)",24,10,10,10,10,10,0,10,0
8289,conv2d_15,"(1, 0, 5, 7)",12,10,10,10,10,10,0,10,0
8290,conv2d_15,"(2, 1, 52, 12)",31,10,10,10,10,10,0,10,0
8291,conv2d_15,"(0, 1, 45, 59)",0,10,10,10,10,10,10,0,0
8292,conv2d_15,"(0, 1, 14, 56)",29,10,10,10,10,10,0,10,0
8293,conv2d_15,"(1, 0, 56, 13)",20,10,10,10,10,10,0,10,0
8294,conv2d_15,"(1, 0, 52, 1)",29,10,10,10,10,10,0,10,0
8295,conv2d_15,"(2, 1, 3, 20)",13,10,10,10,10,10,0,10,0
8296,conv2d_15,"(2, 1, 62, 12)",29,10,10,10,10,10,0,10,0
8297,conv2d_15,"(0, 1, 17, 50)",2,10,10,10,10,10,8,2,0
8298,conv2d_15,"(1, 0, 44, 18)",4,10,10,10,10,10,0,10,0
8299,conv2d_15,"(2, 0, 29, 50)",20,10,10,10,10,10,2,8,0
8300,conv2d_15,"(1, 1, 53, 39)",8,10,10,10,10,10,1,9,0
8301,conv2d_15,"(0, 1, 53, 42)",24,10,10,10,10,10,0,10,0
8302,conv2d_15,"(2, 0, 20, 59)",13,10,10,10,10,10,10,0,0
8303,conv2d_15,"(1, 2, 2, 55)",6,10,10,10,10,10,0,10,0
8304,conv2d_15,"(0, 2, 44, 40)",11,10,10,10,10,10,0,10,0
8305,conv2d_15,"(0, 1, 8, 50)",1,10,10,10,10,10,7,3,0
8306,conv2d_15,"(0, 0, 28, 60)",9,10,10,10,10,10,0,10,0
8307,conv2d_15,"(1, 1, 55, 7)",27,10,10,10,10,10,0,10,0
8308,conv2d_15,"(1, 2, 41, 51)",0,10,10,10,10,10,6,4,0
8309,conv2d_15,"(2, 2, 29, 41)",11,10,10,10,10,10,0,10,0
8310,conv2d_15,"(2, 2, 20, 35)",7,10,10,10,10,10,0,10,0
8311,conv2d_15,"(0, 1, 35, 52)",14,10,10,10,10,10,0,10,0
8312,conv2d_15,"(0, 1, 55, 21)",0,10,10,10,10,10,5,5,0
8313,conv2d_15,"(0, 2, 8, 46)",2,10,10,10,10,10,0,10,0
8314,conv2d_15,"(0, 0, 57, 42)",7,10,10,10,10,10,0,10,0
8315,conv2d_15,"(1, 2, 48, 28)",24,10,10,10,10,10,10,0,0
8316,conv2d_15,"(1, 1, 45, 37)",8,10,10,10,10,10,1,9,0
8317,conv2d_15,"(1, 0, 14, 52)",1,10,10,10,10,10,5,5,0
8318,conv2d_15,"(2, 1, 1, 56)",23,10,10,10,10,10,0,10,0
8319,conv2d_15,"(1, 0, 1, 63)",23,10,10,10,10,10,0,10,0
8320,conv2d_15,"(2, 1, 51, 4)",17,10,10,10,10,10,0,10,0
8321,conv2d_15,"(0, 0, 11, 37)",21,10,10,10,10,10,0,10,0
8322,conv2d_15,"(1, 2, 22, 55)",25,10,10,10,10,10,0,10,0
8323,conv2d_15,"(0, 1, 51, 19)",27,10,10,10,10,10,0,10,0
8324,conv2d_15,"(1, 2, 4, 3)",11,10,10,10,10,10,0,10,0
8325,conv2d_15,"(0, 1, 44, 42)",5,10,10,10,10,10,0,10,0
8326,conv2d_15,"(2, 1, 57, 61)",4,10,10,10,10,10,3,7,0
8327,conv2d_15,"(2, 1, 60, 25)",21,10,10,10,10,10,0,10,0
8328,conv2d_15,"(0, 1, 8, 27)",12,10,10,10,10,10,0,10,0
8329,conv2d_15,"(1, 2, 32, 34)",1,10,10,10,10,10,10,0,0
8330,conv2d_15,"(1, 2, 63, 8)",10,10,10,10,10,10,10,0,0
8331,conv2d_15,"(1, 1, 25, 14)",5,10,10,10,10,10,0,10,0
8332,conv2d_15,"(2, 1, 35, 50)",4,10,10,10,10,10,3,7,0
8333,conv2d_15,"(2, 1, 19, 40)",21,10,10,10,10,10,0,10,0
8334,conv2d_15,"(0, 0, 19, 31)",16,10,10,10,10,10,0,10,0
8335,conv2d_15,"(2, 2, 5, 57)",6,10,10,10,10,10,0,10,0
